2022-06-23 15:58:16.916  INFO 26303 --- [nio-8099-exec-1] o.a.c.c.C.[Tomcat].[localhost].[/]       : Initializing Spring DispatcherServlet 'dispatcherServlet'
2022-06-23 15:58:16.917  INFO 26303 --- [nio-8099-exec-1] o.s.web.servlet.DispatcherServlet        : Initializing Servlet 'dispatcherServlet'
2022-06-23 15:58:16.925  INFO 26303 --- [nio-8099-exec-1] o.s.web.servlet.DispatcherServlet        : Completed initialization in 8 ms
2022-06-23 16:04:04.989  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : >>>>>>>>>>> begin create database : hzero_platform
2022-06-23 16:04:05.097  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : hzero_platform<<<<<<<<<<< The automatic database creation was successful
2022-06-23 16:04:05.097  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : >>>>>>>>>>> begin create database : hzero_admin
2022-06-23 16:04:05.116  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : hzero_admin<<<<<<<<<<< The automatic database creation was successful
2022-06-23 16:04:05.117  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : >>>>>>>>>>> begin create database : hzero_file
2022-06-23 16:04:05.207  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : hzero_file<<<<<<<<<<< The automatic database creation was successful
2022-06-23 16:04:05.208  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : >>>>>>>>>>> begin create database : hzero_message
2022-06-23 16:04:05.217  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : hzero_message<<<<<<<<<<< The automatic database creation was successful
2022-06-23 16:04:05.217  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : >>>>>>>>>>> begin create database : hzero_scheduler
2022-06-23 16:04:05.238  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : hzero_scheduler<<<<<<<<<<< The automatic database creation was successful
2022-06-23 16:04:05.238  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : >>>>>>>>>>> begin create database : hzero_import
2022-06-23 16:04:05.249  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : hzero_import<<<<<<<<<<< The automatic database creation
was successful
2022-06-23 16:04:05.249  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : >>>>>>>>>>> begin create database : hzero_report
2022-06-23 16:04:05.258  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : hzero_report<<<<<<<<<<< The automatic database creation
was successful
2022-06-23 16:04:05.259  INFO 26303 --- [io-8099-exec-23] o.h.i.s.impl.ImportDataServiceImpl       : >>>>>>>>>>>>>>>>>>>>>>>>>>>> start : service=hzero-platform, schema=hzero_platform <<<<<<<<<<<<<<<<<<<<<<<<<<<<<
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_permission_rule.groovy: script/db/hpfm_permission_rule.groovy::2020-04-21-hpfm_permission_rule::qingsheng.chen@hand-china.com: Null constraint has been added to hpfm_permission_rule.rule_code
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_permission_rule.groovy: script/db/hpfm_permission_rule.groovy::2020-04-21-hpfm_permission_rule::qingsheng.chen@hand-china.com: ChangeSet script/db/hpfm_permission_rule.groovy::2020-04-21-hpfm_permission_rule::qingsheng.chen@hand-china.com ran successfully in 187ms
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_permission_rule.groovy: script/db/hpfm_permission_rule.groovy::2020-05-11-hpfm_permission_rule::hzero@hand-china.com: Columns editable_flag(tinyint(1)) added to hpfm_permission_rule
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_permission_rule.groovy: script/db/hpfm_permission_rule.groovy::2020-05-11-hpfm_permission_rule::hzero@hand-china.com: ChangeSet script/db/hpfm_permission_rule.groovy::2020-05-11-hpfm_permission_rule::hzero@hand-china.com ran successfully in 122ms
INFO 6/23/22, 4:04 PM: liquibase: Successfully released change log lock
INFO 6/23/22, 4:04 PM: liquibase: Successfully acquired change log lock
INFO 6/23/22, 4:04 PM: liquibase: Reading from hzero_platform.DATABASECHANGELOG
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_profile.groovy: script/db/hpfm_profile.groovy::2019-03-01-hpfm_profile::hzero@hand-china.com: Table hpfm_profile created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_profile.groovy: script/db/hpfm_profile.groovy::2019-03-01-hpfm_profile::hzero@hand-china.com: Unique constraint added to hpfm_profile(profile_name,tenant_id)
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_profile.groovy: script/db/hpfm_profile.groovy::2019-03-01-hpfm_profile::hzero@hand-china.com: ChangeSet script/db/hpfm_profile.groovy::2019-03-01-hpfm_profile::hzero@hand-china.com ran successfully in 180ms
INFO 6/23/22, 4:04 PM: liquibase: Successfully released change log lock
INFO 6/23/22, 4:04 PM: liquibase: Successfully acquired change log lock
INFO 6/23/22, 4:04 PM: liquibase: Reading from hzero_platform.DATABASECHANGELOG
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_profile_value.groovy: script/db/hpfm_profile_value.groovy::2019-03-01-hpfm_profile_value::hzero@hand-china.com: Table hpfm_profile_value created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_profile_value.groovy: script/db/hpfm_profile_value.groovy::2019-03-01-hpfm_profile_value::hzero@hand-china.com: Index hpfm_profile_value_n1 created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_profile_value.groovy: script/db/hpfm_profile_value.groovy::2019-03-01-hpfm_profile_value::hzero@hand-china.com: ChangeSet script/db/hpfm_profile_value.groovy::2019-03-01-hpfm_profile_value::hzero@hand-china.com ran successfully in 77ms
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_profile_value.groovy: script/db/hpfm_profile_value.groovy::2019-10-30-hpfm_profile_value::hzero@hand-china.com: hpfm_profile_value.value datatype was changed to varchar(480)
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_profile_value.groovy: script/db/hpfm_profile_value.groovy::2019-10-30-hpfm_profile_value::hzero@hand-china.com: ChangeSet script/db/hpfm_profile_value.groovy::2019-10-30-hpfm_profile_value::hzero@hand-china.com ran successfully in 161ms
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_profile_value.groovy: script/db/hpfm_profile_value.groovy::2020-06-11-hpfm_profile_value::hzero@hand-china.com: Columns tenant_id(bigint) added to hpfm_profile_value
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_profile_value.groovy: script/db/hpfm_profile_value.groovy::2020-06-11-hpfm_profile_value::hzero@hand-china.com: ChangeSet script/db/hpfm_profile_value.groovy::2020-06-11-hpfm_profile_value::hzero@hand-china.com ran successfully in 90ms
INFO 6/23/22, 4:04 PM: liquibase: Successfully released change log lock
INFO 6/23/22, 4:04 PM: liquibase: Successfully acquired change log lock
INFO 6/23/22, 4:04 PM: liquibase: Reading from hzero_platform.DATABASECHANGELOG
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_prompt.groovy: script/db/hpfm_prompt.groovy::2019-03-01-hpfm_prompt::hzero@hand-china.com: Table hpfm_prompt created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_prompt.groovy: script/db/hpfm_prompt.groovy::2019-03-01-hpfm_prompt::hzero@hand-china.com: Unique constraint added to hpfm_prompt(prompt_key,prompt_code,lang,tenant_id)
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_prompt.groovy: script/db/hpfm_prompt.groovy::2019-03-01-hpfm_prompt::hzero@hand-china.com: ChangeSet script/db/hpfm_prompt.groovy::2019-03-01-hpfm_prompt::hzero@hand-china.com ran successfully in 257ms
INFO 6/23/22, 4:04 PM: liquibase: Successfully released change log lock
INFO 6/23/22, 4:04 PM: liquibase: Successfully acquired change log lock
INFO 6/23/22, 4:04 PM: liquibase: Reading from hzero_platform.DATABASECHANGELOG
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-03-01-hpfm_region::hzero@hand-china.com: Table hpfm_region created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-03-01-hpfm_region::hzero@hand-china.com: Index hpfm_region_n1 created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-03-01-hpfm_region::hzero@hand-china.com: Index hpfm_region_n2 created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-03-01-hpfm_region::hzero@hand-china.com: Index hpfm_region_n3 created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-03-01-hpfm_region::hzero@hand-china.com: Index hpfm_region_n4 created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-03-01-hpfm_region::hzero@hand-china.com: ChangeSet script/db/hpfm_region.groovy::2019-03-01-hpfm_region::hzero@hand-china.com ran successfully in 358ms
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-03-14-hpfm_region::zhiying.dong@hand-china.com: Null constraint dropped from hpfm_region.quick_index
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-03-14-hpfm_region::zhiying.dong@hand-china.com: ChangeSet
script/db/hpfm_region.groovy::2019-03-14-hpfm_region::zhiying.dong@hand-china.com ran successfully in 98ms
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-04-03-hpfm_region::zhiying.dong@hand-china.com: Columns tenant_id(bigint(20)) added to hpfm_region
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-04-03-hpfm_region::zhiying.dong@hand-china.com: ChangeSet
script/db/hpfm_region.groovy::2019-04-03-hpfm_region::zhiying.dong@hand-china.com ran successfully in 95ms
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-04-03-hpfm_region_1::zhiying.dong@hand-china.com: Index hpfm_region_n1 dropped from table hpfm_region
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-04-03-hpfm_region_1::zhiying.dong@hand-china.com: Index hpfm_region_n2 dropped from table hpfm_region
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-04-03-hpfm_region_1::zhiying.dong@hand-china.com: Index hpfm_region_n3 dropped from table hpfm_region
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-04-03-hpfm_region_1::zhiying.dong@hand-china.com: Index hpfm_region_n4 dropped from table hpfm_region
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-04-03-hpfm_region_1::zhiying.dong@hand-china.com: Index hpfm_region_n1 created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-04-03-hpfm_region_1::zhiying.dong@hand-china.com: Index hpfm_region_n2 created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-04-03-hpfm_region_1::zhiying.dong@hand-china.com: Index hpfm_region_n3 created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-04-03-hpfm_region_1::zhiying.dong@hand-china.com: Index hpfm_region_n4 created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-04-03-hpfm_region_1::zhiying.dong@hand-china.com: ChangeSet script/db/hpfm_region.groovy::2019-04-03-hpfm_region_1::zhiying.dong@hand-china.com ran successfully in 281ms
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-07-19-hpfm_region::hzero@hand-china.com: Columns attribute1(varchar(150)) added to hpfm_region
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-07-19-hpfm_region::hzero@hand-china.com: Columns attribute2(varchar(150)) added to hpfm_region
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-07-19-hpfm_region::hzero@hand-china.com: Columns attribute3(varchar(150)) added to hpfm_region
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-07-19-hpfm_region::hzero@hand-china.com: Columns attribute4(varchar(150)) added to hpfm_region
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-07-19-hpfm_region::hzero@hand-china.com: Columns attribute5(varchar(150)) added to hpfm_region
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-07-19-hpfm_region::hzero@hand-china.com: Columns attribute6(varchar(150)) added to hpfm_region
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-07-19-hpfm_region::hzero@hand-china.com: Columns attribute7(varchar(150)) added to hpfm_region
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-07-19-hpfm_region::hzero@hand-china.com: Columns attribute8(varchar(150)) added to hpfm_region
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-07-19-hpfm_region::hzero@hand-china.com: Columns attribute9(varchar(150)) added to hpfm_region
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-07-19-hpfm_region::hzero@hand-china.com: Columns attribute10(varchar(150)) added to hpfm_region
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-07-19-hpfm_region::hzero@hand-china.com: Columns attribute11(varchar(150)) added to hpfm_region
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-07-19-hpfm_region::hzero@hand-china.com: Columns attribute12(varchar(150)) added to hpfm_region
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-07-19-hpfm_region::hzero@hand-china.com: Columns attribute13(varchar(150)) added to hpfm_region
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-07-19-hpfm_region::hzero@hand-china.com: Columns attribute14(varchar(150)) added to hpfm_region
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-07-19-hpfm_region::hzero@hand-china.com: Columns attribute15(varchar(150)) added to hpfm_region
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region.groovy: script/db/hpfm_region.groovy::2019-07-19-hpfm_region::hzero@hand-china.com: ChangeSet script/db/hpfm_region.groovy::2019-07-19-hpfm_region::hzero@hand-china.com ran successfully in 1884ms
INFO 6/23/22, 4:04 PM: liquibase: Successfully released change log lock
INFO 6/23/22, 4:04 PM: liquibase: Successfully acquired change log lock
INFO 6/23/22, 4:04 PM: liquibase: Reading from hzero_platform.DATABASECHANGELOG
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region_tl.groovy: script/db/hpfm_region_tl.groovy::2019-03-01-hpfm_region_tl::hzero@hand-china.com: Table hpfm_region_tl created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region_tl.groovy: script/db/hpfm_region_tl.groovy::2019-03-01-hpfm_region_tl::hzero@hand-china.com: Index hpfm_region_tl_n1 created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region_tl.groovy: script/db/hpfm_region_tl.groovy::2019-03-01-hpfm_region_tl::hzero@hand-china.com: Unique constraint added to hpfm_region_tl(region_id,lang)
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region_tl.groovy: script/db/hpfm_region_tl.groovy::2019-03-01-hpfm_region_tl::hzero@hand-china.com: ChangeSet script/db/hpfm_region_tl.groovy::2019-03-01-hpfm_region_tl::hzero@hand-china.com ran successfully in 232ms
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region_tl.groovy: script/db/hpfm_region_tl.groovy::2019-03-14-hpfm_region_tl::zhiying.dong@hand-china.com: Null constraint dropped from hpfm_region_tl.quick_index
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region_tl.groovy: script/db/hpfm_region_tl.groovy::2019-03-14-hpfm_region_tl::zhiying.dong@hand-china.com: ChangeSet script/db/hpfm_region_tl.groovy::2019-03-14-hpfm_region_tl::zhiying.dong@hand-china.com ran successfully in 188ms
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region_tl.groovy: script/db/hpfm_region_tl.groovy::2020-06-05-hpfm_region_tl::hzero@hand-china.com: Columns
tenant_id(bigint) added to hpfm_region_tl
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_region_tl.groovy: script/db/hpfm_region_tl.groovy::2020-06-05-hpfm_region_tl::hzero@hand-china.com: ChangeSet script/db/hpfm_region_tl.groovy::2020-06-05-hpfm_region_tl::hzero@hand-china.com ran successfully in 115ms
INFO 6/23/22, 4:04 PM: liquibase: Successfully released change log lock
INFO 6/23/22, 4:04 PM: liquibase: Successfully acquired change log lock
INFO 6/23/22, 4:04 PM: liquibase: Reading from hzero_platform.DATABASECHANGELOG
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_rule_script.groovy: script/db/hpfm_rule_script.groovy::2019-03-01-hpfm_rule_script::hzero@hand-china.com: Table hpfm_rule_script created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_rule_script.groovy: script/db/hpfm_rule_script.groovy::2019-03-01-hpfm_rule_script::hzero@hand-china.com: Index hpfm_rule_script_n1 created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_rule_script.groovy: script/db/hpfm_rule_script.groovy::2019-03-01-hpfm_rule_script::hzero@hand-china.com: Unique constraint added to hpfm_rule_script(script_code,tenant_id)
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_rule_script.groovy: script/db/hpfm_rule_script.groovy::2019-03-01-hpfm_rule_script::hzero@hand-china.com: ChangeSet script/db/hpfm_rule_script.groovy::2019-03-01-hpfm_rule_script::hzero@hand-china.com ran successfully in 128ms
INFO 6/23/22, 4:04 PM: liquibase: Successfully released change log lock
INFO 6/23/22, 4:04 PM: liquibase: Successfully acquired change log lock
INFO 6/23/22, 4:04 PM: liquibase: Reading from hzero_platform.DATABASECHANGELOG
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_server.groovy: script/db/hpfm_server.groovy::2019-07-02-hpfm_server::hzero@hand-china.com: Table hpfm_server created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_server.groovy: script/db/hpfm_server.groovy::2019-07-02-hpfm_server::hzero@hand-china.com: Unique constraint added to hpfm_server(SERVER_CODE,tenant_id)
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_server.groovy: script/db/hpfm_server.groovy::2019-07-02-hpfm_server::hzero@hand-china.com: ChangeSet script/db/hpfm_server.groovy::2019-07-02-hpfm_server::hzero@hand-china.com ran successfully in 104ms
INFO 6/23/22, 4:04 PM: liquibase: Successfully released change log lock
INFO 6/23/22, 4:04 PM: liquibase: Successfully acquired change log lock
INFO 6/23/22, 4:04 PM: liquibase: Reading from hzero_platform.DATABASECHANGELOG
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_server_assign.groovy: script/db/hpfm_server_assign.groovy::2019-07-02-hpfm_server_assign::hzero@hand-china.com: Table hpfm_server_assign created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_server_assign.groovy: script/db/hpfm_server_assign.groovy::2019-07-02-hpfm_server_assign::hzero@hand-china.com: ChangeSet script/db/hpfm_server_assign.groovy::2019-07-02-hpfm_server_assign::hzero@hand-china.com ran successfully in 174ms
INFO 6/23/22, 4:04 PM: liquibase: Successfully released change log lock
INFO 6/23/22, 4:04 PM: liquibase: Successfully acquired change log lock
INFO 6/23/22, 4:04 PM: liquibase: Reading from hzero_platform.DATABASECHANGELOG
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_server_cluster.groovy: script/db/hpfm_server_cluster.groovy::2019-07-02-hpfm_server_cluster::hzero@hand-china.com: Table hpfm_server_cluster created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_server_cluster.groovy: script/db/hpfm_server_cluster.groovy::2019-07-02-hpfm_server_cluster::hzero@hand-china.com: Unique constraint added to hpfm_server_cluster(CLUSTER_CODE,tenant_id)
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_server_cluster.groovy: script/db/hpfm_server_cluster.groovy::2019-07-02-hpfm_server_cluster::hzero@hand-china.com: ChangeSet script/db/hpfm_server_cluster.groovy::2019-07-02-hpfm_server_cluster::hzero@hand-china.com ran successfully in 346ms
INFO 6/23/22, 4:04 PM: liquibase: Successfully released change log lock
INFO 6/23/22, 4:04 PM: liquibase: Successfully acquired change log lock
INFO 6/23/22, 4:04 PM: liquibase: Reading from hzero_platform.DATABASECHANGELOG
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_static_text.groovy: script/db/hpfm_static_text.groovy::2019-03-01-hpfm_static_text::hzero@hand-china.com: Table hpfm_static_text created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_static_text.groovy: script/db/hpfm_static_text.groovy::2019-03-01-hpfm_static_text::hzero@hand-china.com: ChangeSet script/db/hpfm_static_text.groovy::2019-03-01-hpfm_static_text::hzero@hand-china.com ran successfully in 66ms
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_static_text.groovy: script/db/hpfm_static_text.groovy::2019-03-28-hpfm_static_text::xiaoyu.zhao@hand-china.com: Null constraint dropped from hpfm_static_text.company_id
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_static_text.groovy: script/db/hpfm_static_text.groovy::2019-03-28-hpfm_static_text::xiaoyu.zhao@hand-china.com: Unique constraint added to hpfm_static_text(text_code, tenant_id)
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_static_text.groovy: script/db/hpfm_static_text.groovy::2019-03-28-hpfm_static_text::xiaoyu.zhao@hand-china.com: ChangeSet script/db/hpfm_static_text.groovy::2019-03-28-hpfm_static_text::xiaoyu.zhao@hand-china.com ran successfully in 157ms
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_static_text.groovy: script/db/hpfm_static_text.groovy::2019-05-16-hpfm_static_text::xiaoyu.zhao@hand-china.com: Unique constraint hpfm_static_text_u1 dropped from hpfm_static_text
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_static_text.groovy: script/db/hpfm_static_text.groovy::2019-05-16-hpfm_static_text::xiaoyu.zhao@hand-china.com: Index hpfm_static_text_n1 created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_static_text.groovy: script/db/hpfm_static_text.groovy::2019-05-16-hpfm_static_text::xiaoyu.zhao@hand-china.com: ChangeSet script/db/hpfm_static_text.groovy::2019-05-16-hpfm_static_text::xiaoyu.zhao@hand-china.com ran successfully in 79ms
INFO 6/23/22, 4:04 PM: liquibase: Successfully released change log lock
INFO 6/23/22, 4:04 PM: liquibase: Successfully acquired change log lock
INFO 6/23/22, 4:04 PM: liquibase: Reading from hzero_platform.DATABASECHANGELOG
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_static_text_value.groovy: script/db/hpfm_static_text_value.groovy::2019-03-01-hpfm_static_text_value::hzero@hand-china.com: Table hpfm_static_text_value created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_static_text_value.groovy: script/db/hpfm_static_text_value.groovy::2019-03-01-hpfm_static_text_value::hzero@hand-china.com: ChangeSet script/db/hpfm_static_text_value.groovy::2019-03-01-hpfm_static_text_value::hzero@hand-china.com ran successfully in 84ms
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_static_text_value.groovy: script/db/hpfm_static_text_value.groovy::2020-06-05-hpfm_static_text_value::hzero@hand-china.com: Columns tenant_id(bigint) added to hpfm_static_text_value
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_static_text_value.groovy: script/db/hpfm_static_text_value.groovy::2020-06-05-hpfm_static_text_value::hzero@hand-china.com: ChangeSet script/db/hpfm_static_text_value.groovy::2020-06-05-hpfm_static_text_value::hzero@hand-china.com ran successfully in 155ms
INFO 6/23/22, 4:04 PM: liquibase: Successfully released change log lock
INFO 6/23/22, 4:04 PM: liquibase: Successfully acquired change log lock
INFO 6/23/22, 4:04 PM: liquibase: Reading from hzero_platform.DATABASECHANGELOG
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_template.groovy: script/db/hpfm_template.groovy::2019-06-26-hpfm_template::xiaoyu.zhao@hand-china.com: Table hpfm_template created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_template.groovy: script/db/hpfm_template.groovy::2019-06-26-hpfm_template::xiaoyu.zhao@hand-china.com: Unique constraint added to hpfm_template(template_code, tenant_id)
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_template.groovy: script/db/hpfm_template.groovy::2019-06-26-hpfm_template::xiaoyu.zhao@hand-china.com: ChangeSet script/db/hpfm_template.groovy::2019-06-26-hpfm_template::xiaoyu.zhao@hand-china.com ran successfully in 180ms
INFO 6/23/22, 4:04 PM: liquibase: Successfully released change log lock
INFO 6/23/22, 4:04 PM: liquibase: Successfully acquired change log lock
INFO 6/23/22, 4:04 PM: liquibase: Reading from hzero_platform.DATABASECHANGELOG
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_template_assign.groovy: script/db/hpfm_template_assign.groovy::2019-07-01-hpfm_template_assign::xiaoyu.zhao@hand-china.com: Table hpfm_template_assign created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_template_assign.groovy: script/db/hpfm_template_assign.groovy::2019-07-01-hpfm_template_assign::xiaoyu.zhao@hand-china.com: Index hpfm_template_assign_n1 created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_template_assign.groovy: script/db/hpfm_template_assign.groovy::2019-07-01-hpfm_template_assign::xiaoyu.zhao@hand-china.com: ChangeSet script/db/hpfm_template_assign.groovy::2019-07-01-hpfm_template_assign::xiaoyu.zhao@hand-china.com ran successfully in 110ms
INFO 6/23/22, 4:04 PM: liquibase: Successfully released change log lock
INFO 6/23/22, 4:04 PM: liquibase: Successfully acquired change log lock
INFO 6/23/22, 4:04 PM: liquibase: Reading from hzero_platform.DATABASECHANGELOG
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_template_config.groovy: script/db/hpfm_template_config.groovy::2019-06-27-hpfm_template_config::xiaoyu.zhao@hand-china.com: Table hpfm_template_config created
INFO 6/23/22, 4:04 PM: liquibase: script/db/hpfm_template_config.groovy: script/db/hpfm_template_config.groovy::2019-06-27-hpfm_template_config::xiaoyu.zhao@hand-china.com: Index hpfm_template_config_n1 created
